restaurant_name,location,cuisines,cost_for_two,rating,cuisine_tags,quality_score
Shanghai Times,Bannerghatta Road,"Chinese, Asian",,,"Chinese,Asian",1
Cane Recipes,Bannerghatta Road,Juices,,,Juices,1
Food Memories,Bannerghatta Road,Fast Food,,,Fast Food,1
Hotel Amarjothi,Bannerghatta Road,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Desi Adda,Bannerghatta Road,"North Indian, South Indian",,,"North Indian,South Indian",1
Nammura Donne Biriyani,Bannerghatta Road,Biryani,,,Biryani,1
New Ambur Hot Dum Biryani,Bannerghatta Road,Biryani,,,Biryani,1
Sri Devi Darshan,Bannerghatta Road,South Indian,,,South Indian,1
Dosa Deep,Bannerghatta Road,South Indian,,,South Indian,1
Priyadharshini Hotel,Bannerghatta Road,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Naga's,Bannerghatta Road,"Hyderabadi, Andhra, North Indian",,,"Hyderabadi,Andhra,North Indian",1
Suchi Ruchi Veg & Non Veg Resturant,Bannerghatta Road,"South Indian, North Indian",,,"South Indian,North Indian",1
Sai Food Court,Bannerghatta Road,"South Indian, North Indian",,,"South Indian,North Indian",1
Hyder Ali Kitchen,Bannerghatta Road,Biryani,,,Biryani,1
Thalassery Hotel,Bannerghatta Road,"Kerala, South Indian",,,"Kerala,South Indian",1
Ammachide Addukala,Bannerghatta Road,Kerala,,,Kerala,1
Jiffy Fast Food,Bannerghatta Road,"Arabian, Juices",,,"Arabian,Juices",1
Sree Durga Darshini Veg,Bannerghatta Road,South Indian,,,South Indian,1
Sri SLV Bhavan,Bannerghatta Road,South Indian,,,South Indian,1
Kalakki Biryani,Bannerghatta Road,"Andhra, Biryani",,,"Andhra,Biryani",1
Yumme,Bannerghatta Road,"Fast Food, Burger, Sandwich, Street Food",,,"Fast Food,Burger,Sandwich,Street Food",1
Paratha Junction,Bannerghatta Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Chaatimes,Bannerghatta Road,"Street Food, Fast Food",,,"Street Food,Fast Food",1
Bao & Grills,Bannerghatta Road,"Chinese, Asian",,,"Chinese,Asian",1
Basveshwara Khaanavali,Bannerghatta Road,South Indian,,,South Indian,1
Brahma Brews,Jp Nagar,"Continental, South Indian, Finger Food, Pizza, Seafood",,,"Continental,South Indian,Finger Food,Pizza,Seafood",1
Levitate Brewery and Kitchen,Jp Nagar,"Finger Food, North Indian, Continental",,,"Finger Food,North Indian,Continental",1
Hakuna Matata,Jp Nagar,"North Indian, Asian, Seafood, Chinese",,,"North Indian,Asian,Seafood,Chinese",1
Three Dots & A Dash,Jp Nagar,"European, Continental",,,"European,Continental",1
Hunger Camp,Jp Nagar,"North Indian, South Indian, Chinese, Seafood",,,"North Indian,South Indian,Chinese,Seafood",1
55 Wall Street,Jp Nagar,"Finger Food, North Indian, Chinese",,,"Finger Food,North Indian,Chinese",1
Parkview,Jp Nagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Danapani,Jp Nagar,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Inchara,Jp Nagar,"North Indian, Continental, Chinese",,,"North Indian,Continental,Chinese",1
Chatori Gali,Jp Nagar,"North Indian, Street Food",,,"North Indian,Street Food",1
White Horse,Jp Nagar,"North Indian, Mangalorean, Chinese",,,"North Indian,Mangalorean,Chinese",1
Coconut Grove,Jp Nagar,"South Indian, Chettinad, Kerala, Seafood",,,"South Indian,Chettinad,Kerala,Seafood",1
Mast Kalandar,Jp Nagar,North Indian,,,North Indian,1
Turquoise,Jp Nagar,North Indian,,,North Indian,1
Eagle Bar & Restaurant,Jp Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Birthday Buddy,Jp Nagar,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Gopal Kabab Centre,Jp Nagar,North Indian,,,North Indian,1
Hotel Tanish Jolada Rotti Oota,Jp Nagar,South Indian,,,South Indian,1
Nandi Bidadi Thatte Idli,Jp Nagar,South Indian,,,South Indian,1
Gowdru Military Hotel,Jp Nagar,"Biryani, South Indian",,,"Biryani,South Indian",1
Coffee Cafe,Jp Nagar,South Indian,,,South Indian,1
Biriyani Expess,Jp Nagar,Biryani,,,Biryani,1
Udupi Cafe,Jp Nagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Sri Nanjundeshwara Canteen,Jp Nagar,South Indian,,,South Indian,1
Chinese Kitchen,Jp Nagar,Chinese,,,Chinese,1
Dallas Hot & Cold,Jp Nagar,Fast Food,,,Fast Food,1
Maland Restaurant Veg & Non-Veg,Jp Nagar,North Indian,,,North Indian,1
Zatar House,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Owl's Kitchen,Sarjapur Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Thani Nadan Food,Btm,North Indian,,,North Indian,1
Biriyani Angadi,Btm,Biryani,,,Biryani,1
Cee Yem,Btm,"South Indian, Kerala, North Indian",,,"South Indian,Kerala,North Indian",1
Momo King,Bommanahalli,Chinese,,,Chinese,1
Hotel Adhvi,Btm,South Indian,,,South Indian,1
Rana Vada Pav,Btm,Street Food,,,Street Food,1
Let's Bounce,Jp Nagar,Fast Food,,,Fast Food,1
Fusion Theory,Jayanagar,"Chinese, Continental, North Indian, South Indian, Beverages",,,"Chinese,Continental,North Indian,South Indian,Beverages",1
MG's Fine Dining & Bar - Springs Hotel & Spa,Basavanagudi,"North Indian, Asian, Continental",,,"North Indian,Asian,Continental",1
1947,Jayanagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Tree Top,Wilson Garden,"Continental, Chinese, North Indian, South Indian",,,"Continental,Chinese,North Indian,South Indian",1
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,"North Indian, Afghani",,,"North Indian,Afghani",1
The Yellow Chilli,Jayanagar,"North Indian, Mughlai, Biryani",,,"North Indian,Mughlai,Biryani",1
Tea Villa Cafe,Jayanagar,"Cafe, Continental, Mediterranean, Italian, Desserts",,,"Cafe,Continental,Mediterranean,Italian,Desserts",1
Cafe Cosy,Jayanagar,"Cafe, Chinese, Continental, Fast Food",,,"Cafe,Chinese,Continental,Fast Food",1
Onesta,Basavanagudi,"Pizza, Cafe, Italian",,,"Pizza,Cafe,Italian",1
Cafe Coffee Day,Basavanagudi,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Go Native,Jayanagar,"Healthy Food, Cafe, Beverages",,,"Healthy Food,Cafe,Beverages",1
Alchemy Coffee Roasters,Jayanagar,Cafe,,,Cafe,1
Rooftop Cafe,Jayanagar,"Cafe, Fast Food, Beverages",,,"Cafe,Fast Food,Beverages",1
Enerjuvate Studio & Cafe,Jayanagar,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",,,"Cafe,Continental,Beverages,Healthy Food,Desserts,Sandwich,Pizza,Salad",1
Fabcafe,Jayanagar,"Cafe, Healthy Food",,,"Cafe,Healthy Food",1
The Caramelts Cafe,Jayanagar,"Cafe, Salad, Wraps, Beverages",,,"Cafe,Salad,Wraps,Beverages",1
SlimSins Cafe,Jayanagar,"Cafe, Healthy Food",,,"Cafe,Healthy Food",1
Krazzy Folds,Jayanagar,"Cafe, Continental, Sandwich, Beverages",,,"Cafe,Continental,Sandwich,Beverages",1
Starbucks,Jayanagar,"Cafe, Desserts",,,"Cafe,Desserts",1
The Studio Cafe,Jayanagar,"Cafe, Beverages",,,"Cafe,Beverages",1
Cafe Terra,Jayanagar,"Cafe, Continental",,,"Cafe,Continental",1
La Grande Cafe,Jayanagar,Cafe,,,Cafe,1
36th Cross Coffee Mane,Jayanagar,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",,,"South Indian,Chinese,Beverages,Cafe,Coffee,Fast Food,Momos,North Indian",1
4th Tea Block,Jayanagar,Cafe,,,Cafe,1
Cuppa,Jayanagar,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Brews N Bites,Jayanagar,"Chinese, Fast Food, Cafe",,,"Chinese,Fast Food,Cafe",1
Brew Bakes,Jayanagar,"Cafe, Continental, Italian",,,"Cafe,Continental,Italian",1
Bread and Circus,Shanti Nagar,"Cafe, Fast Food, Pizza, Burger",,,"Cafe,Fast Food,Pizza,Burger",1
Swati Cafe,Shanti Nagar,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Chaai Resto,Jayanagar,"Cafe, Beverages, Fast Food, Rolls",,,"Cafe,Beverages,Fast Food,Rolls",1
Rustic Treats,Jayanagar,"Street Food, Cafe",,,"Street Food,Cafe",1
People Tree Cafe,Jayanagar,"Cafe, Fast Food, Beverages",,,"Cafe,Fast Food,Beverages",1
eat.fit,Koramangala 5Th Block,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",,,"Healthy Food,North Indian,Biryani,Continental,Sandwich,Desserts",1
Leon Grill,Jayanagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",,,"Burger,Turkish,Arabian,Fast Food,Salad,Healthy Food,Desserts",1
Dr. Bubbles,Jayanagar,"Beverages, Desserts",,,"Beverages,Desserts",1
Shanmukha,Koramangala 5Th Block,"Biryani, Andhra, North Indian, Chinese",,,"Biryani,Andhra,North Indian,Chinese",1
Bhukkhad Baba,Jp Nagar,"North Indian, Beverages",,,"North Indian,Beverages",1
Subway,Basavanagudi,"Salad, Fast Food",,,"Salad,Fast Food",1
Mysuru Coffee Thindi,Jayanagar,"South Indian, Coffee",,,"South Indian,Coffee",1
Smoke-A-Pot,Jp Nagar,"Biryani, North Indian, Rolls",,,"Biryani,North Indian,Rolls",1
Just Shawarma,Jayanagar,Arabian,,,Arabian,1
The Biriyani Pedia,Btm,Biryani,,,Biryani,1
Paratha Junction,Jayanagar,"North Indian, Chinese",,,"North Indian,Chinese",1
SL Vadapav,Jayanagar,Maharashtrian,,,Maharashtrian,1
Wazir's,Shanti Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Krispy Kreme,Jayanagar,"Desserts, Beverages",,,"Desserts,Beverages",1
Marenahalli Donne Biriyani,Jp Nagar,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Keventers,Jayanagar,"Desserts, Beverages, Ice Cream",,,"Desserts,Beverages,Ice Cream",1
Namma Banashankari Donne Biryani,Jp Nagar,"Biryani, Kebab",,,"Biryani,Kebab",1
Dadi's Dum Biryani,Btm,"Biryani, North Indian, Mughlai",,,"Biryani,North Indian,Mughlai",1
Tummy Fuel,Jayanagar,"Cafe, Beverages, Fast Food",,,"Cafe,Beverages,Fast Food",1
XO Belgian Waffle,Basavanagudi,"Desserts, Beverages",,,"Desserts,Beverages",1
Kanti Sweets,Jayanagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Firangi Bake,Banashankari,"Mexican, Italian",,,"Mexican,Italian",1
Pani Kum Chai,Jayanagar,Fast Food,,,Fast Food,1
Lassi Shop,Basavanagudi,"Beverages, Juices",,,"Beverages,Juices",1
Cake Chemistry,Jayanagar,"Bakery, Desserts",,,"Bakery,Desserts",1
Rajanna Military Hotel,Jayanagar,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Sri Sai 99 Variety Dosa,Jayanagar,South Indian,,,South Indian,1
Protein Grillhouse,Jayanagar,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",,,"Healthy Food,Continental,Juices,Salad,Burger,Beverages,Desserts",1
Punjabi by Nature 2.0,Btm,North Indian,,,North Indian,1
Peace Restaurant,Shanti Nagar,"Chinese, Tibetan",,,"Chinese,Tibetan",1
Pin Me Down,Btm,"Continental, Mexican, Chinese, North Indian",,,"Continental,Mexican,Chinese,North Indian",1
Swathi Deluxe Restaurant,Shanti Nagar,North Indian,,,North Indian,1
Ishta Cafe,Jayanagar,"Pizza, South Indian, Healthy Food",,,"Pizza,South Indian,Healthy Food",1
Chetty's Corner,Jayanagar,"Fast Food, Burger",,,"Fast Food,Burger",1
Cakewala,Jayanagar,"Bakery, Desserts",,,"Bakery,Desserts",1
The Belgian Waffle Co.,Jayanagar,"Desserts, Beverages",,,"Desserts,Beverages",1
Cake Paradise,Jayanagar,"Bakery, Desserts",,,"Bakery,Desserts",1
UP Style North Indian Food,Jayanagar,North Indian,,,North Indian,1
Wat-a-Burger!,Jayanagar,"Burger, Sandwich, Beverages",,,"Burger,Sandwich,Beverages",1
Classic Shop,Btm,"Beverages, Juices",,,"Beverages,Juices",1
Food And You,Btm,"North Indian, South Indian, Gujarati",,,"North Indian,South Indian,Gujarati",1
Iyengar Bakery,Jayanagar,"Bakery, Fast Food, Desserts, Beverages",,,"Bakery,Fast Food,Desserts,Beverages",1
All Aromas,Jayanagar,"North Indian, Biryani",,,"North Indian,Biryani",1
Vakulaa Veg Restaurant,Jayanagar,"South Indian, North Indian",,,"South Indian,North Indian",1
McDonald's,Basavanagudi,"Burger, Fast Food",,,"Burger,Fast Food",1
Malabar Bay,Btm,"Kerala, Seafood, Chinese, Biryani, Juices",,,"Kerala,Seafood,Chinese,Biryani,Juices",1
Sahana's (Nati Style),Wilson Garden,North Indian,,,North Indian,1
Turkish Shawarma,Btm,Rolls,,,Rolls,1
Ambur Biryani,Koramangala 8Th Block,Biryani,,,Biryani,1
Ross Kitchen,Btm,Chinese,,,Chinese,1
Fanoos Xprss,Jayanagar,"Arabian, Rolls, North Indian, Bbq",,,"Arabian,Rolls,North Indian,Bbq",1
Khan Saheb Grills and Rolls,Jayanagar,"Fast Food, Rolls",,,"Fast Food,Rolls",1
Desi Vdesi,Shanti Nagar,"Fast Food, North Indian, Rolls",,,"Fast Food,North Indian,Rolls",1
Bhavani Chats N Juice,Jayanagar,"Beverages, Street Food",,,"Beverages,Street Food",1
LIT Gastro Pub,Jayanagar,"Chinese, Continental, Burger, Pizza",,,"Chinese,Continental,Burger,Pizza",1
Cocoa Bakes,Jayanagar,"Bakery, Desserts",,,"Bakery,Desserts",1
Karavali Kolimane,Wilson Garden,"Mangalorean, Chinese, North Indian",,,"Mangalorean,Chinese,North Indian",1
Durga Sagar,Shanti Nagar,South Indian,,,South Indian,1
Jayanagara Donne Biryani,Jayanagar,"Biryani, South Indian",,,"Biryani,South Indian",1
Bakers Town,Btm,"Cafe, Continental, Fast Food",,,"Cafe,Continental,Fast Food",1
Domino's Pizza,Wilson Garden,"Pizza, Fast Food",,,"Pizza,Fast Food",1
Ice Cream Works,Jayanagar,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Sreeraj Lassi Bar,Shanti Nagar,"Beverages, Desserts",,,"Beverages,Desserts",1
Rahhams,Shanti Nagar,"Mughlai, North Indian, Chinese",,,"Mughlai,North Indian,Chinese",1
Baskin Robbins,Jayanagar,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
The Good Bowl,Basavanagudi,North Indian,,,North Indian,1
Hushy's Kitchen,Shanti Nagar,Fast Food,,,Fast Food,1
The Cake City,Shanti Nagar,"Chinese, Continental, Desserts, Bakery",,,"Chinese,Continental,Desserts,Bakery",1
Bubblewrap Waffle Co.,Jayanagar,"Desserts, Beverages",,,"Desserts,Beverages",1
Waffle Stories,Jayanagar,"Desserts, Beverages",,,"Desserts,Beverages",1
Grillopia,Btm,"Burger, Pizza, Fast Food",,,"Burger,Pizza,Fast Food",1
SLV Ragigudda,Jayanagar,"South Indian, Indian",,,"South Indian,Indian",1
Hotel Empark,Wilson Garden,"Chinese, North Indian, Arabian",,,"Chinese,North Indian,Arabian",1
Navami,Jayanagar,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",,,"Andhra,North Indian,Chinese,Mangalorean,Seafood,Biryani",1
Thyme & Whisk,Jayanagar,"Asian, Chinese, Continental, Italian",,,"Asian,Chinese,Continental,Italian",1
Quench & Crunch,Shanti Nagar,"Beverages, Fast Food",,,"Beverages,Fast Food",1
Shake It Off,Jayanagar,"Beverages, Fast Food",,,"Beverages,Fast Food",1
Thanco's Natural Ice Cream,Basavanagudi,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Mudpipe Cafe,Btm,"Cafe, Continental, Burger",,,"Cafe,Continental,Burger",1
Karavali Grand,Koramangala 5Th Block,"Mangalorean, Seafood, North Indian, Chinese",,,"Mangalorean,Seafood,North Indian,Chinese",1
City Durbar,Jayanagar,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Chinese House,Jayanagar,"Chinese, Thai, Momos",,,"Chinese,Thai,Momos",1
Marzipan @ The Bohemian House,Richmond Road,Cafe,,,Cafe,1
Indori Chatorey,Btm,"North Indian, Street Food",,,"North Indian,Street Food",1
Bombay Kulfi,Jayanagar,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Mockaholic Restro Beer Cafe,Jp Nagar,"North Indian, Chinese, Pizza, Bbq",,,"North Indian,Chinese,Pizza,Bbq",1
3 Spice,Wilson Garden,"North Indian, Chinese",,,"North Indian,Chinese",1
Ascharya Hotel,Koramangala 5Th Block,"Mangalorean, South Indian",,,"Mangalorean,South Indian",1
Mug N Bean,Jayanagar,"Cafe, Continental, Italian, Burger",,,"Cafe,Continental,Italian,Burger",1
Bakers77,Jayanagar,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Chai Culture,Jayanagar,Beverages,,,Beverages,1
Desi Inn,Shanti Nagar,North Indian,,,North Indian,1
Black Cup Cafe,Btm,"Cafe, Fast Food, Beverages",,,"Cafe,Fast Food,Beverages",1
Pop Hop,Jayanagar,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Aramane Donne Briyani,Jp Nagar,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Nandhi Andhra Style Family Restaurant,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",,,"Seafood,Biryani,South Indian,North Indian,Chinese,Kebab",1
New Udupi Upahar,Jayanagar,"South Indian, North Indian",,,"South Indian,North Indian",1
Ramji Chaiwale,Jayanagar,"Beverages, Fast Food",,,"Beverages,Fast Food",1
1441 Pizzeria,Jp Nagar,"Pizza, Salad",,,"Pizza,Salad",1
New Chickpete Donne Biryani,Basavanagudi,Biryani,,,Biryani,1
Hari Super Sandwich,Basavanagudi,"Fast Food, Street Food",,,"Fast Food,Street Food",1
David's Kitchen,Btm,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Fudge,Jayanagar,"Desserts, Momos",,,"Desserts,Momos",1
Mumbai Kulfi,Jp Nagar,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Navya Foods,Hsr,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Shyvan Restaurant,Shanti Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Mecaf Family Restaurant,Btm,"North Indian, Chinese, Fast Food",,,"North Indian,Chinese,Fast Food",1
Quench The Juice Lounge,Jayanagar,"Beverages, Juices, Ice Cream",,,"Beverages,Juices,Ice Cream",1
Cafe Noir,Koramangala 7Th Block,"European, French, Salad",,,"European,French,Salad",1
Euki,Jayanagar,"Italian, Mexican",,,"Italian,Mexican",1
PK Dhaba,Marathahalli,"North Indian, Fast Food, Beverages",,,"North Indian,Fast Food,Beverages",1
Kalpavriksha Upahara,Jayanagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Vinaya Cafe,Jayanagar,"South Indian, Street Food, Juices",,,"South Indian,Street Food,Juices",1
Bombay Talkies,Jayanagar,"Maharashtrian, Fast Food, Street Food, Sandwich",,,"Maharashtrian,Fast Food,Street Food,Sandwich",1
Bakers Day,Basavanagudi,"Bakery, Desserts",,,"Bakery,Desserts",1
New Punjabi Hotel,Btm,"North Indian, Chinese",,,"North Indian,Chinese",1
Caramel Shake,Btm,"Beverages, Juices, Ice Cream",,,"Beverages,Juices,Ice Cream",1
Ice Land,Jp Nagar,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Ice Stone Creamery,Jayanagar,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Rajdhani Thali Restaurant,Jp Nagar,North Indian,,,North Indian,1
Chawla's 2 Online.com,Jalahalli,North Indian,,,North Indian,1
Mezban Family Restaurant,Basavanagudi,"Chinese, North Indian",,,"Chinese,North Indian",1
Mycakeshop,Btm,"Bakery, Desserts",,,"Bakery,Desserts",1
Arabian Bites,Btm,"North Indian, Chinese",,,"North Indian,Chinese",1
Bake and Juice,Btm,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Rajvardhan Foods,Jayanagar,"Street Food, Maharashtrian",,,"Street Food,Maharashtrian",1
Sri Krishna Veg,Basavanagudi,South Indian,,,South Indian,1
Mota Bawarchi,Basavanagudi,"North Indian, Biryani, Fast Food",,,"North Indian,Biryani,Fast Food",1
Cafe 221B,Btm,"Cafe, Beverages",,,"Cafe,Beverages",1
Desi Rasoi,Jayanagar,"Biryani, North Indian, Chinese, Rajasthani",,,"Biryani,North Indian,Chinese,Rajasthani",1
Parathe Wali Gali,Wilson Garden,North Indian,,,North Indian,1
Red Onion,Shanti Nagar,"Chinese, North Indian, Biryani, Kebab",,,"Chinese,North Indian,Biryani,Kebab",1
Baba Chatkora,Basavanagudi,"North Indian, Street Food",,,"North Indian,Street Food",1
Mainland China,Jayanagar,"Chinese, Momos",,,"Chinese,Momos",1
Kamat Minerva,Basavanagudi,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Davangere Benna Dose Hotel,Jayanagar,South Indian,,,South Indian,1
Victoria Terminus,Basavanagudi,"Fast Food, Maharashtrian",,,"Fast Food,Maharashtrian",1
Butter Cup,Basavanagudi,"Desserts, Bakery",,,"Desserts,Bakery",1
SMM Pizzeria,Basavanagudi,"Fast Food, Pizza",,,"Fast Food,Pizza",1
New Banashankari Donne Biryani,Basavanagudi,"Biryani, North Indian",,,"Biryani,North Indian",1
B & B The Pub,Basavanagudi,"Asian, Continental",,,"Asian,Continental",1
Lumbini Snax,Basavanagudi,"Burger, Fast Food, Italian",,,"Burger,Fast Food,Italian",1
Cake Of The Day,Basavanagudi,Bakery,,,Bakery,1
Garage Pizza,Basavanagudi,Pizza,,,Pizza,1
Cakoholic,Basavanagudi,"Bakery, Desserts",,,"Bakery,Desserts",1
Brahmin Tiffins & Coffee,Basavanagudi,"South Indian, Beverages",,,"South Indian,Beverages",1
Parijatha,Basavanagudi,"South Indian, Chinese",,,"South Indian,Chinese",1
Pailwan House,Basavanagudi,"Fast Food, Biryani",,,"Fast Food,Biryani",1
Mama Mys Cafe,Basavanagudi,Fast Food,,,Fast Food,1
Chamrajpet Chats And Juice Corner,Basavanagudi,Fast Food,,,Fast Food,1
Night Restro,Btm,"North Indian, Chinese",,,"North Indian,Chinese",1
Chamrajpet Kabab Junction,Basavanagudi,"North Indian, Mughlai",,,"North Indian,Mughlai",1
Yummy Momos,Jp Nagar,"Chinese, Tibetan, Fast Food",,,"Chinese,Tibetan,Fast Food",1
Swathi Upahara,Basavanagudi,"Biryani, Kebab, Chinese",,,"Biryani,Kebab,Chinese",1
Just Bake,Basavanagudi,"Bakery, Desserts",,,"Bakery,Desserts",1
Shake Tat Bottle,Btm,Beverages,,,Beverages,1
Gandharva Family Restaurant,Basavanagudi,"North Indian, Chinese",,,"North Indian,Chinese",1
Kudla - Hotel Ramanashree,Richmond Road,"South Indian, Andhra, Chinese",,,"South Indian,Andhra,Chinese",1
Hotel Ruchi Priya,Wilson Garden,North Indian,,,North Indian,1
Anupam's Coastal Express,Shanti Nagar,"Seafood, Mangalorean, South Indian",,,"Seafood,Mangalorean,South Indian",1
You N Cane,Jayanagar,"Beverages, Juices",,,"Beverages,Juices",1
Polamma's Mess,Btm,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Cable Car,Jayanagar,"North Indian, Italian",,,"North Indian,Italian",1
Roofnic,Basavanagudi,Fast Food,,,Fast Food,1
Vindu Andhra Ruchulu,Jayanagar,"Biryani, North Indian, Andhra",,,"Biryani,North Indian,Andhra",1
Tawa Sagara,Jayanagar,"Mangalorean, Seafood",,,"Mangalorean,Seafood",1
The Lounge - Eden Park Restaurants,Jayanagar,"North Indian, Afghani",,,"North Indian,Afghani",1
